WHERE	SUB	KIND	untranslatable	method	filename	filetype	location	parent	name	type	property	unique_id	text	identifier	translation	DESCRIPTION		max_length
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Overweight	Info		info	1472180750	"A condition where you are carrying too much weight and movement becomes unsustainable.

Causes:
- Inventory Weight > Carry Capacity

Symptoms
- All stamina consumption [+50%]
- All stamina regeneration [Blocked]
- Movement speed [-50%]
- Jump height [-50%]

Cures:
- Inventory Weight < Carry Capacity"	1216	"Una condición en la que llevas demasiado peso y el movimiento se vuelve insostenible.

Causas:
- Peso del inventario > Capacidad de carga

Síntomas:
- Consumo de resistencia [+50 %]
- Regeneración de resistencia [Bloqueada]
- Velocidad de movimiento [-50 %]
- Altura de salto [-50 %]

Soluciones:
- Peso del inventario < Capacidad de carga"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Overweight	Info		type	1472180750	Medical Condition	1218	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Starvation	Info		title	1549426522	Starvation	1220	Inanición			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Starvation	Info		info	1549426522	"A condition where you have a lack of calories and essential nutrients.

Causes:
- Energy [0]

Symptoms:
- Health [-1 unit / 10 sec]
- Stamina consumption [+50%]
- Stamina regeneration [-50%]

Cures:
- Consumables"	1222	"Condición en la que sufres una carencia de calorías y nutrientes esenciales.

Causas:
- Energía [0]

Síntomas:
- Salud [-1 unidad / 10 s]
- Consumo de resistencia [+50 %]
- Regeneración de resistencia [-50 %]

Curas:
- Consumibles"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Starvation	Info		type	1549426522	Medical Condition	1224	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Dehydration	Info		title	986386791	Dehydration	1226	Deshidratación			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Dehydration	Info		info	986386791	"A condition where your body doesn't have enough fluids to function normally.

Causes:
- Hydration [0]

Symptoms:
- Health [-1 unit / 10 sec]
- All stamina consumption [+50%]
- All stamina regeneration [-50%]

Cures:
- Consumables"	1228	"Condición en la que el cuerpo no tiene suficientes líquidos para funcionar con normalidad.

Causas:
- Hidratación [0]

Síntomas:
- Salud [-1 unidad / 10 s]
- Consumo de resistencia [+50 %]
- Regeneración de resistencia [-50 %]

Curas:
- Consumibles"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Dehydration	Info		type	986386791	Medical Condition	1230	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Bleeding	Info		title	1768354194	Bleeding	1232	Hemorragia			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Bleeding	Info		info	1768354194	"A condion where you have a minor bleeding from small cuts or scrapes.

Causes: 
- Weapon damage
- Explosion damage
- Fall damage
- Razor wire

Symptoms:
- Health [-1 unit / 5 sec]

Cures: 
- Bandage
- Tourniquet
- Medkit
- IFAK / AFAK"	1234	"Condición en la que se produce un sangrado leve debido a pequeños cortes o rasguños.

Causas: 
- Daño por arma
- Daño por explosión
- Daño por caída
- Alambre de púas

Síntomas:
- Salud [-1 unidad / 5 seg]

Tratamientos: 
- Vendaje
- Torniquete
- Botiquín
- IFAK / AFAK"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Bleeding	Info		type	1768354194	Medical Condition	1236	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Fracture	Info		title	139365606	Fracture	1238	Fractura			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Fracture	Info		info	139365606	"A condition where you have a partial or complete break in the bone.

Causes: 
- Weapon damage
- Explosion damage
- Fall damage

Symptoms:
- Health [-1 unit / 5 sec]
- Movement speed [-50%]
- Jump height [-50%]

Cures: 
- Splint
- Medkit
- IFAK / AFAK"	1240	"Afección en la que se produce una fractura parcial o completa del hueso.

Causas: 
- Daño por arma
- Daño por explosión
- Daño por caída

Síntomas:
- Salud [-1 unidad / 5 s]
- Velocidad de movimiento [-50 %]
- Altura de salto [-50 %]

Tratamientos: 
- Férula
- Botiquín
- IFAK / AFAK"			
Inventory	Stats	String	0	substr									Explosion	1242	Explosión			
Inventory	Stats	String	0	substr									Fall	1244	Otoño			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Fracture	Info		type	139365606	Medical Condition	1246	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Burn	Info		title	275854551	Burn	1248	Quemar			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Burn	Info		info	275854551	"A condition where you have a tissue damage from intense heat or high-voltage electric current.

Causes:
- Fire damage
- Electrical damage

Symptoms:
- Health [-1 unit / 5 sec]

Cures:
- Balm
- Lotion
- Medkit
- IFAK / AFAK"	1250	"Afección en la que se produce un daño tisular debido al calor intenso o a una corriente eléctrica de alto voltaje.

Causas:
- Daños por incendio
- Daños eléctricos

Síntomas:
- Salud [-1 unidad / 5 s]

Curas:
- Bálsamo
- Loción
- Botiquín
- IFAK / AFAK"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Burn	Info		type	275854551	Medical Condition	1252	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Frostbite	Info		title	24250462	Frostbite	1254	Congelación			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Frostbite	Info		info	24250462	"A condition where you have hypothermia or body part freezes from cold exposure.

Causes: 
- Body temperature [0]

Symptoms:
- Health [-1 unit / 5 sec]

Cures:
- Fire sources
- Sleeping Bag
- Thermal Blanket"	1256	"Condición en la que se sufre hipotermia o se congelan partes del cuerpo por exposición al frío.

Causas: 
- Temperatura corporal [0]

Síntomas:
- Salud [-1 unidad / 5 segundos]

Curas:
- Fuentes de fuego
- Saco de dormir
- Manta térmica"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Frostbite	Info		type	24250462	Medical Condition	1258	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Insanity	Info		title	1233339607	Insanity	1260	Locura			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Insanity	Info		info	1233339607	"A condition where your sanity breaks and you start having dark thoughts.

Causes: 
- Mental [0]

Symptoms:
- Health [-1 unit / 10 sec]

Cures:
- Consumables
- Sleeping
- Fire sources
- Instruments"	1262	"Una afección en la que pierdes la cordura y empiezas a tener pensamientos oscuros.

Causas: 
- Mental [0]

Síntomas:
- Salud [-1 unidad / 10 s]

Curas:
- Consumibles
- Dormir
- Fuentes de fuego
- Instrumentos"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Insanity	Info		type	1233339607	Medical Condition	1264	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Poisoning	Info		title	379297031	Poisoning	1266	Intoxicación			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Poisoning	Info		info	379297031	"A condition where toxic substance entered your digestion or lungs.

Causes:
- Chemical damage
- Toxic consumables

Symptoms:
- Health [-1 unit / 2 sec]

Cures:
- Medkit
- AFAK"	1268	"Condición en la que una sustancia tóxica ha entrado en tu sistema digestivo o en tus pulmones.

Causas:
- Daño químico
- Productos tóxicos

Síntomas:
- Salud [-1 unidad / 2 s]

Curas:
- Botiquín
- AFAK"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Poisoning	Info		type	379297031	Medical Condition	1270	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Rupture	Info		title	71304217	Rupture	1272	Ruptura			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Rupture	Info		info	71304217	"A critical condition where you have a catastrofal bleeding or major internal wound.

Causes: 
- Weapon damage
- Explosion damage

Symptoms:
- Health [-1 unit / 1 sec]

Cures:
- Medkit
- IFAK / AFAK"	1274	"Una condición crítica en la que sufres una hemorragia catastrófica o una herida interna grave.

Causas: 
- Daño por arma
- Daño por explosión

Síntomas:
- Salud [-1 unidad / 1 seg]

Curas:
- Botiquín
- IFAK / AFAK"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Rupture	Info		type	71304217	Medical Condition	1276	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Headshot	Info		title	1309688651	Headshot	1278	Foto de rostro			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Headshot	Info		info	1309688651	"A critical condition where you have a major head related wound.

Causes: 
- Weapon damage

Symptoms:
- Health [-1 unit / 1 sec]

Cures:
- Medkit
- IFAK / AFAK"	1280	"Una condición crítica en la que se sufre una herida grave en la cabeza.

Causas: 
- Daño por arma

Síntomas:
- Salud [-1 unidad / 1 seg]

Tratamientos:
- Botiquín
- IFAK / AFAK"			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Medical/Elements/Headshot	Info		type	1309688651	Medical Condition	1282	Afección médica			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Day	Info		title	1507600508	Day	1284	Día			
Inventory	Stats	String	0	substr									Day	1286	Día			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Day	Info		info	1507600508	"Number of Days survived.

New day begins at 00:00 midnight and certain amount of days will unlock new game events.

Upcoming events can be displayed by using the Events tool."	1288	"Número de días sobrevividos.

El nuevo día comienza a las 00:00 de la medianoche y, al acumular una determinada cantidad de días, se desbloquearán nuevos eventos del juego.

Los próximos eventos se pueden consultar mediante la herramienta «Eventos»."			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Day	Info		type	1507600508	Progression Stat	1290	Estadísticas de progreso			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Shelters	Info		title	821447952	Shelters	1292	Refugios			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Shelters	Info		info	821447952	"Number of Shelters unlocked.

Shelters are safe zones for saving your progression and loot. Game world has multiple shelters and these vary in terms of theme, size and customizability.

New game starts with two unlocked Shelters called Cabin and Tent.

Additional Shelters can be unlocked with keys which you acquire by completing Tasks from different Traders."	1294	"Número de refugios desbloqueados.

Los refugios son zonas seguras donde guardar tu progreso y tu botín. El mundo del juego cuenta con múltiples refugios, que varían en cuanto a temática, tamaño y posibilidades de personalización.

Al iniciar una nueva partida, se desbloquean dos refugios: la cabaña y la tienda de campaña.

Se pueden desbloquear refugios adicionales con llaves que se obtienen al completar misiones de diferentes comerciantes."			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Shelters	Info		type	821447952	Progression Stat	1296	Estadísticas de progreso			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Tasks	Info		title	1384285326	Tasks	1298	Tareas			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Tasks	Info		info	1384285326	"Number of Tasks completed.

Tasks are item-based jobs from Traders. Tasks can be interconnected between multiple Traders and might also require non-lootable items with crafting.

Tasks are linked to cheaper trading prices (Trader Tax) and acquiring keys to unlock new Shelters and special rooms."	1300	"Número de tareas completadas.

Las tareas son encargos basados en objetos que te dan los comerciantes. Las tareas pueden estar interrelacionadas entre varios comerciantes y también pueden requerir la fabricación de objetos que no se pueden obtener como botín.

Las tareas están vinculadas a precios de intercambio más bajos (impuesto de comerciante) y a la obtención de llaves para desbloquear nuevos refugios y salas especiales."			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Tasks	Info		type	1384285326	Progression Stat	1302	Estadísticas de progreso			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Quests	Info		title	1702334479	Quests	1304	Misiones			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Quests	Info		info	1702334479	"Number of Quests completed.

Quests are lore-based missions from Traders. Quests can be interconnected between multiple Traders and might require certain events before becoming available."	1306	"Número de misiones completadas.

Las misiones son encargos basados en la historia que te dan los comerciantes. Las misiones pueden estar relacionadas entre sí a través de varios comerciantes y es posible que deban ocurrir ciertos eventos antes de que estén disponibles."			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/Quests	Info		type	1702334479	Progression Stat	1308	Estadísticas de progreso			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/CDS	Info		title	2004804582	Civil Defence Shelters	1310	Refugios de defensa civil			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/CDS	Info		info	2004804582	"Number of CDS completed.

Civil Defence Shelters (CDS) are concrete bunkers and underground areas designed to offer protection against military threats.

After the Area 05 evacuation, these CDS's were overrun and most of the survival gear inside them were stolen.

You can complete a CDS by clearing out the hostile enemies and connecting the CDS emergency broadcasting radio back on."	1312	"Número de refugios de defensa civil completados.

Los refugios de defensa civil (CDS) son búnkeres de hormigón y zonas subterráneas diseñadas para ofrecer protección frente a amenazas militares.

Tras la evacuación de la Zona 05, estos refugios fueron asaltados y la mayor parte del equipo de supervivencia que había en su interior fue robado.

Puedes completar un refugio de defensa civil eliminando a los enemigos hostiles y volviendo a conectar la radio de emergencia del refugio."			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/CDS	Info		type	2004804582	Progression Stat	1314	Estadísticas de progreso			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/?	Info		title	1661761957	Silent Night	1316	Noche de paz			
Inventory	Stats	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/?	Info		info	1661761957	"There will be a silent night when all fades away.

When you look up, you see the North Star, your only light in the darkness.

This light reminds you of home, a place where you came from and where you will return.

You feel safe, a peaceful moment that feels like the ending you wanted.

Then your last light disappears, the sky turns red and the silence breaks."	1318	"Habrá una noche silenciosa en la que todo se desvanecerá.

Cuando levantas la vista, ves la Estrella Polar, tu única luz en la oscuridad.

Esta luz te recuerda a tu hogar, el lugar del que vienes y al que volverás.

Te sientes a salvo, un momento de paz que parece el final que deseabas.

Entonces, tu última luz se desvanece, el cielo se tiñe de rojo y el silencio se rompe."			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Character/Stats/Elements/?	Info		type	1661761957	Special Event	1320	Evento especial			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Supply/Header/Value	Info		title	1910765267	Supply Value	1322	Valor de suministro			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Supply/Header/Value	Info		info	1910765267	A price value (€) of all supply items.	1324	El valor del precio (€) de todos los artículos del suministro.			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Supply/Header/Value	Info		type	1910765267	Trader Stat	1326	Estadísticas del operador			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Trader/Panel	Info		info	844527464	"A friendly NPC with trading supply, tasks and specialized services.

Name: Commonly known name among locals.
Tax: Price multiplier for supply items.
Tasks: Number of completed tasks.
Resupply: Time when supply resets."	1328	"Un PNJ amistoso que ofrece suministros, misiones y servicios especializados.

Nombre: Nombre con el que lo conocen los lugareños.
Impuesto: Multiplicador del precio de los artículos de suministro.
Misiones: Número de misiones completadas.
Reabastecimiento: Hora a la que se repone el suministro."			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Trader/Panel	Info		type	844527464	Trader Info	1330	Información del operador			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Deal/Panel	Info		title	1021981031	Deal	1332	Oferta			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Deal/Panel	Info		info	1021981031	"A deal balance meter which compares selected item values.

Requsted Value (€) is calculated from selected Supply items with Tax added.

Offer Value (€) is calculated from selected Inventory items.

Deal can be accepted when Deal Meter is within green area which means Offer Value matches or proceeds Request Value + Tax."	1334	"Un indicador de equilibrio de la operación que compara los valores de los artículos seleccionados.

El valor solicitado (€) se calcula a partir de los artículos de suministro seleccionados, con el impuesto incluido.

El valor de la oferta (€) se calcula a partir de los artículos de inventario seleccionados.

La operación se puede aceptar cuando el indicador de equilibrio se encuentra dentro de la zona verde, lo que significa que el valor de la oferta iguala o supera el valor solicitado más el impuesto."			
Inventory	Trader	String	0	static	UI/Interface	tscn	UI/Interface	Deal/Panel	Info		type	1021981031	Deal Meter	1336	Medidor de ofertas			
